specific_humidity,LW_down,SW_down,rainfall,sst,t2m,GBI_history,GBI
5.15599878,313.6238904,41.50786809,1.826138436,277.2343761,278.180236,5470.85414,5410.88274
4.881449344,313.4279212,40.57583861,2.153312338,277.1158791,277.6815019,5484.32678,5414.66076
4.345400676,305.7623064,43.76942702,3.219539966,276.8454928,276.9720969,5492.51781,5427.91617
4.232057851,303.8536123,53.6111064,2.60666397,276.8359174,276.9261891,5488.9257,5439.07554
4.362689759,312.5328688,42.96253603,2.339627089,276.823247,277.3100448,5473.48206,5439.80354
4.769686955,311.892947,41.14317535,1.668191664,276.8036493,277.4471442,5456.89815,5428.67684
4.47276859,312.8020818,40.05337006,1.05765789,276.7682066,277.1853032,5437.57454,5403.3796
4.339152722,312.4145531,33.39547243,2.376195066,276.7280488,276.9714013,5419.71896,5368.24523
4.421173662,307.1545774,36.85542458,3.221787156,276.6625595,276.8404715,5410.88274,5346.02465
3.982869796,302.2842798,37.37295706,2.130400569,276.6122036,276.287534,5414.66076,5342.85111
3.846994538,302.3942782,35.48647828,1.706866284,276.5196776,276.2592545,5427.91617,5349.24192
3.766358653,305.8833163,29.97890942,3.478691647,276.4257624,276.1442982,5439.07554,5361.09368
4.157988482,299.4804753,30.74153628,3.603554599,276.3521613,276.4076332,5439.80354,5373.6285
3.813591864,289.6961771,36.0727864,2.197554613,276.2769142,276.0028692,5428.67684,5386.6398
3.41156314,279.9529027,38.54140397,1.972908971,276.1773373,274.9906369,5403.3796,5400.41944
2.824710007,265.1024679,40.09582658,1.69161367,276.0300658,273.8459804,5368.24523,5401.63619
2.390984502,262.7078954,41.16261397,1.571918115,275.735473,273.3213104,5346.02465,5375.78437
2.411922145,271.1750564,31.11783514,2.679608212,275.6210819,273.3280119,5342.85111,5335.80335
2.624779989,268.1595579,26.43616387,2.80820752,275.5252528,273.2251794,5349.24192,5317.94354
2.356998797,261.9293966,29.10232794,1.786041789,275.4225261,272.4806871,5361.09368,5330.09393
2.34994296,265.6429967,26.28239638,2.537325725,275.2992146,272.4005614,5373.6285,5351.84344
2.490820295,256.5297018,27.23263841,1.607166222,275.2148655,272.7248236,5386.6398,5370.86666
2.380701309,247.2995389,32.10147639,1.194432733,275.1751499,272.7717357,5400.41944,5381.02132
2.192904156,249.3230431,28.87079708,1.326527748,275.1521984,272.0552461,5401.63619,5385.69407
2.053949434,242.5030131,27.29810073,1.483685959,275.1121234,271.7310318,5375.78437,5393.38671
1.835509565,237.6088033,29.60562815,0.979751267,275.0104824,270.7876363,5335.80335,5402.77086
1.722528941,244.9978331,26.66938745,0.915349633,274.8472657,270.3187214,5317.94354,5411.01525
1.820974029,254.678554,19.95222955,1.087397914,274.7293902,270.5317039,5330.09393,5411.44773
2.040601218,254.2244955,17.29721568,1.264648099,274.6184197,270.753228,5351.84344,5398.01003
2.035108084,256.3881912,15.84266996,1.748963784,274.5285002,270.1816584,5370.86666,5375.82269
2.020946811,242.3935173,18.57752145,1.456258553,274.4471806,270.3480265,5381.02132,5364.01692
1.788171088,246.8274534,15.9441287,1.905203881,274.3869137,269.7497481,5385.69407,5366.41956
1.991750067,258.3686288,9.261685497,4.362531074,274.3501745,270.0234411,5393.38671,5377.52635
